Time_s,Voltage_mV
16.398000,0.368193
16.399000,0.370464
16.400000,0.386362
16.401000,0.387335
16.402000,0.385713
16.403000,0.377602
16.404000,0.361705
16.405000,0.349701
16.406000,0.347430
16.407000,0.342888
16.408000,0.347430
16.409000,0.362678
16.410000,0.372087
16.411000,0.371762
16.412000,0.364300
16.413000,0.352945
16.414000,0.344186
16.415000,0.336724
16.416000,0.341266
16.417000,0.352296
16.418000,0.361380
16.419000,0.363327
16.420000,0.363327
16.421000,0.366896
16.422000,0.369167
16.423000,0.371113
16.424000,0.369816
16.425000,0.370464
16.426000,0.377602
16.427000,0.376304
16.428000,0.369816
16.429000,0.354243
16.430000,0.354892
16.431000,0.368193
16.432000,0.372087
16.433000,0.367220
16.434000,0.367220
16.435000,0.381495
16.436000,0.395121
16.437000,0.401934
16.438000,0.407449
16.439000,0.403556
16.440000,0.402583
16.441000,0.396743
16.442000,0.392850
16.443000,0.392850
16.444000,0.392526
16.445000,0.399339
16.446000,0.408098
16.447000,0.413614
16.448000,0.414911
16.449000,0.414911
16.450000,0.432106
16.451000,0.450923
16.452000,0.464549
16.453000,0.469740
16.454000,0.458385
16.455000,0.440866
16.456000,0.437297
16.457000,0.437621
16.458000,0.437946
16.459000,0.428862
16.460000,0.425293
16.461000,0.433728
16.462000,0.441190
16.463000,0.444110
16.464000,0.444759
16.465000,0.439568
16.466000,0.428862
16.467000,0.423671
16.468000,0.418480
16.469000,0.409072
16.470000,0.407125
16.471000,0.403232
16.472000,0.404854
16.473000,0.394797
16.474000,0.381171
16.475000,0.375331
16.476000,0.374358
16.477000,0.365922
16.478000,0.356190
16.479000,0.350999
16.480000,0.346457
16.481000,0.339644
16.482000,0.338021
16.483000,0.348079
16.484000,0.351323
16.485000,0.348728
16.486000,0.341915
16.487000,0.336399
16.488000,0.338021
16.489000,0.340941
16.490000,0.351648
16.491000,0.363976
16.492000,0.364625
16.493000,0.369816
16.494000,0.404205
16.495000,0.440217
16.496000,0.446381
16.497000,0.443461
16.498000,0.437946
16.499000,0.427240
16.500000,0.415885
16.501000,0.406476
16.502000,0.404205
16.503000,0.404205
16.504000,0.406476
16.505000,0.409720
16.506000,0.398690
16.507000,0.384091
16.508000,0.357812
16.509000,0.331533
16.510000,0.299414
16.511000,0.265674
16.512000,0.238097
16.513000,0.223822
16.514000,0.212143
16.515000,0.202734
16.516000,0.199490
16.517000,0.191379
16.518000,0.170940
16.519000,0.152772
16.520000,0.146932
16.521000,0.149852
16.522000,0.155368
16.523000,0.158287
16.524000,0.157314
16.525000,0.150825
16.526000,0.148879
16.527000,0.148554
16.528000,0.148230
16.529000,0.151799
16.530000,0.158936
16.531000,0.169967
16.532000,0.179051
16.533000,0.175482
16.534000,0.169967
16.535000,0.165749
16.536000,0.178402
16.537000,0.194948
16.538000,0.196246
16.539000,0.192028
16.540000,0.187810
16.541000,0.187486
16.542000,0.192677
16.543000,0.182295
16.544000,0.168020
16.545000,0.163478
16.546000,0.167047
16.547000,0.167696
16.548000,0.167047
16.549000,0.166398
16.550000,0.166074
16.551000,0.168669
16.552000,0.176455
16.553000,0.186188
16.554000,0.188135
16.555000,0.183268
16.556000,0.185864
16.557000,0.198192
16.558000,0.194948
16.559000,0.178726
16.560000,0.173211
16.561000,0.164452
16.562000,0.166074
16.563000,0.168345
16.564000,0.162181
16.565000,0.151474
16.566000,0.141741
16.567000,0.141417
16.568000,0.140444
16.569000,0.140768
16.570000,0.133955
16.571000,0.125844
16.572000,0.135577
16.573000,0.152448
16.574000,0.167371
16.575000,0.184891
16.576000,0.190081
16.577000,0.182944
16.578000,0.182944
16.579000,0.181971
16.580000,0.182295
16.581000,0.177104
16.582000,0.173211
16.583000,0.167371
16.584000,0.165749
16.585000,0.147257
16.586000,0.116112
16.587000,0.056092
16.588000,-0.030855
16.589000,-0.148299
16.590000,-0.315055
16.591000,-0.509389
16.592000,-0.701126
16.593000,-0.896432
16.594000,-1.063189
16.595000,-1.158895
16.596000,-1.186796
16.597000,-1.117693
16.598000,-0.967807
16.599000,-0.761470
16.600000,-0.491869
16.601000,-0.151218
16.602000,0.259834
16.603000,0.694246
16.604000,1.127684
16.605000,1.565017
16.606000,1.952063
16.607000,2.280062
16.608000,2.558100
16.609000,2.755354
16.610000,2.899077
16.611000,2.963639
16.612000,2.918219
16.613000,2.746595
16.614000,2.460771
16.615000,2.128878
16.616000,1.778168
16.617000,1.432325
16.618000,1.106921
16.619000,0.797414
16.620000,0.550199
16.621000,0.375655
16.622000,0.269567
16.623000,0.209547
16.624000,0.177429
16.625000,0.166723
16.626000,0.169318
16.627000,0.169967
16.628000,0.172887
16.629000,0.162829
16.630000,0.144986
16.631000,0.111570
16.632000,0.083020
16.633000,0.061932
16.634000,0.038248
16.635000,0.013592
16.636000,-0.003927
16.637000,-0.019825
16.638000,-0.041561
16.639000,-0.061027
16.640000,-0.066218
16.641000,-0.063622
16.642000,-0.067516
16.643000,-0.078546
16.644000,-0.088928
16.645000,-0.103203
16.646000,-0.112611
16.647000,-0.114234
16.648000,-0.107420
16.649000,-0.098336
16.650000,-0.101905
16.651000,-0.099310
16.652000,-0.098661
16.653000,-0.109367
16.654000,-0.119749
16.655000,-0.121371
16.656000,-0.110665
16.657000,-0.110016
16.658000,-0.109043
16.659000,-0.105474
16.660000,-0.104501
16.661000,-0.106123
16.662000,-0.115207
16.663000,-0.122993
16.664000,-0.123642
16.665000,-0.146028
16.666000,-0.168089
16.667000,-0.176200
16.668000,-0.174253
16.669000,-0.175226
16.670000,-0.176524
16.671000,-0.181715
16.672000,-0.184635
16.673000,-0.187879
16.674000,-0.186257
16.675000,-0.192097
16.676000,-0.196314
16.677000,-0.195341
16.678000,-0.194692
16.679000,-0.196639
16.680000,-0.197287
16.681000,-0.195016
16.682000,-0.192097
16.683000,-0.190474
16.684000,-0.192745
16.685000,-0.189501
16.686000,-0.195341
16.687000,-0.201181
16.688000,-0.207020
16.689000,-0.218700
16.690000,-0.228757
16.691000,-0.238814
16.692000,-0.240112
16.693000,-0.231028
16.694000,-0.225513
16.695000,-0.213509
16.696000,-0.209616
16.697000,-0.222593
16.698000,-0.228108
16.699000,-0.221295
16.700000,-0.230379
16.701000,-0.244654
16.702000,-0.246925
16.703000,-0.244654
16.704000,-0.252765
16.705000,-0.269311
16.706000,-0.279368
16.707000,-0.275151
16.708000,-0.264120
16.709000,-0.258929
16.710000,-0.254063
16.711000,-0.263471
16.712000,-0.280990
16.713000,-0.289750
16.714000,-0.298509
16.715000,-0.309864
16.716000,-0.314406
16.717000,-0.318300
16.718000,-0.310513
16.719000,-0.307918
16.720000,-0.313433
16.721000,-0.323491
16.722000,-0.331601
16.723000,-0.338414
16.724000,-0.335494
16.725000,-0.322193
16.726000,-0.316029
16.727000,-0.318948
16.728000,-0.326410
16.729000,-0.328357
16.730000,-0.338414
16.731000,-0.342632
16.732000,-0.349445
16.733000,-0.366315
16.734000,-0.389350
16.735000,-0.408167
16.736000,-0.416602
16.737000,-0.433472
16.738000,-0.464617
16.739000,-0.492518
16.740000,-0.521068
16.741000,-0.553186
16.742000,-0.583683
16.743000,-0.597633
16.744000,-0.610286
16.745000,-0.615152
16.746000,-0.604122
16.747000,-0.575897
16.748000,-0.532099
16.749000,-0.487976
16.750000,-0.434770
16.751000,-0.384483
16.752000,-0.322517
16.753000,-0.256334
16.754000,-0.189501
16.755000,-0.136295
16.756000,-0.095741
16.757000,-0.061351
16.758000,-0.018202
16.759000,0.013267
16.760000,0.033058
16.761000,0.050901
16.762000,0.060634
16.763000,0.076531
16.764000,0.089508
16.765000,0.097619
16.766000,0.107676
16.767000,0.122276
16.768000,0.139470
16.769000,0.155692
16.770000,0.162181
16.771000,0.171913
16.772000,0.182620
16.773000,0.195272
16.774000,0.198517
16.775000,0.191379
16.776000,0.184242
16.777000,0.190081
16.778000,0.193975
16.779000,0.194624
16.780000,0.196246
16.781000,0.198192
16.782000,0.200788
16.783000,0.196570
16.784000,0.193326
16.785000,0.187486
16.786000,0.187162
16.787000,0.192028
16.788000,0.198517
16.789000,0.204356
16.790000,0.209223
16.791000,0.210196
16.792000,0.204356
16.793000,0.193975
16.794000,0.189757
16.795000,0.187162
16.796000,0.194299
16.797000,0.200463
16.798000,0.194624
16.799000,0.194948
16.800000,0.198192
16.801000,0.201112
16.802000,0.201437
16.803000,0.194624
16.804000,0.186188
16.805000,0.185539
16.806000,0.190730
16.807000,0.192353
16.808000,0.189433
16.809000,0.190081
16.810000,0.185864
16.811000,0.175807
16.812000,0.172238
16.813000,0.175807
16.814000,0.180024
16.815000,0.184891
16.816000,0.194948
16.817000,0.205005
16.818000,0.201761
16.819000,0.196246
16.820000,0.195921
16.821000,0.203708
16.822000,0.213440
16.823000,0.217658
16.824000,0.219280
16.825000,0.219280
16.826000,0.223822
16.827000,0.225444
16.828000,0.221227
16.829000,0.219929
16.830000,0.222524
16.831000,0.220902
16.832000,0.217334
16.833000,0.226093
16.834000,0.238097
16.835000,0.236151
16.836000,0.220253
16.837000,0.199490
16.838000,0.187810
16.839000,0.184242
16.840000,0.185215
16.841000,0.181322
16.842000,0.175482
16.843000,0.169642
16.844000,0.169318
16.845000,0.169967
16.846000,0.185215
16.847000,0.195597
16.848000,0.186837
16.849000,0.178402
16.850000,0.181971
16.851000,0.176780
16.852000,0.166074
16.853000,0.167047
16.854000,0.176780
16.855000,0.182944
16.856000,0.190081
16.857000,0.203708
16.858000,0.207601
16.859000,0.206952
16.860000,0.207601
16.861000,0.210196
16.862000,0.205654
16.863000,0.197219
16.864000,0.203059
16.865000,0.207925
16.866000,0.204681
16.867000,0.205330
16.868000,0.215387
16.869000,0.223498
16.870000,0.230311
16.871000,0.243937
16.872000,0.255616
16.873000,0.251399
16.874000,0.247830
16.875000,0.245235
16.876000,0.244586
16.877000,0.252372
16.878000,0.253021
16.879000,0.254643
16.880000,0.254643
16.881000,0.255616
16.882000,0.262105
16.883000,0.274109
16.884000,0.284491
16.885000,0.286762
16.886000,0.291628
16.887000,0.290655
16.888000,0.290979
16.889000,0.299739
16.890000,0.306227
16.891000,0.307525
16.892000,0.300063
16.893000,0.303956
16.894000,0.310121
16.895000,0.313689
16.896000,0.315960
16.897000,0.322449
16.898000,0.325044
16.899000,0.325044
16.900000,0.330884
16.901000,0.335750
16.902000,0.335426
16.903000,0.340941
16.904000,0.356190
16.905000,0.364625
16.906000,0.367869
16.907000,0.364625
16.908000,0.356514
16.909000,0.364300
16.910000,0.382793
16.911000,0.387984
16.912000,0.387984
16.913000,0.388308
16.914000,0.389930
16.915000,0.396419
16.916000,0.395446
16.917000,0.393823
16.918000,0.393823
16.919000,0.397392
16.920000,0.399663
16.921000,0.400961
16.922000,0.404530
16.923000,0.413614
16.924000,0.418480
16.925000,0.416534
16.926000,0.407449
16.927000,0.395446
16.928000,0.385713
16.929000,0.381495
16.930000,0.381820
16.931000,0.375331
16.932000,0.369167
16.933000,0.363327
16.934000,0.364625
16.935000,0.369167
16.936000,0.377602
16.937000,0.381171
16.938000,0.387659
16.939000,0.390579
16.940000,0.396419
16.941000,0.407125
16.942000,0.408423
16.943000,0.402583
16.944000,0.399663
16.945000,0.405827
16.946000,0.421076
16.947000,0.436648
16.948000,0.444110
16.949000,0.450923
16.950000,0.456763
16.951000,0.463251
16.952000,0.471687
16.953000,0.486286
16.954000,0.508023
16.955000,0.535275
16.956000,0.573233
16.957000,0.598214
16.958000,0.598863
16.959000,0.602756
16.960000,0.613138
16.961000,0.621249
16.962000,0.621249
16.963000,0.626115
16.964000,0.641688
16.965000,0.645905
16.966000,0.635199
16.967000,0.618653
16.968000,0.592375
16.969000,0.567069
16.970000,0.547279
16.971000,0.528137
16.972000,0.511591
16.973000,0.496668
16.974000,0.487908
16.975000,0.478175
16.976000,0.472984
16.977000,0.471687
16.978000,0.464549
16.979000,0.453843
16.980000,0.448003
16.981000,0.436973
16.982000,0.428862
16.983000,0.420102
16.984000,0.407125
16.985000,0.399014
16.986000,0.390904
16.987000,0.383442
16.988000,0.388957
16.989000,0.396419
16.990000,0.389930
16.991000,0.376629
16.992000,0.364625
16.993000,0.364625
16.994000,0.358461
16.995000,0.347430
16.996000,0.333479
16.997000,0.321151
16.998000,0.307850
16.999000,0.307201
17.000000,0.311418
17.001000,0.312067
17.002000,0.305578
17.003000,0.299739
17.004000,0.292601
17.005000,0.278326
17.006000,0.274433
17.007000,0.270216
17.008000,0.257238
17.009000,0.241341
17.010000,0.235502
17.011000,0.242639
17.012000,0.247830
17.013000,0.248154
17.014000,0.245235
17.015000,0.241666
17.016000,0.236799
17.017000,0.229986
17.018000,0.220578
17.019000,0.204032
17.020000,0.193975
17.021000,0.183593
17.022000,0.180024
17.023000,0.181322
17.024000,0.192353
17.025000,0.198841
17.026000,0.201437
17.027000,0.193650
17.028000,0.182944
17.029000,0.177429
17.030000,0.176780
17.031000,0.173211
17.032000,0.168020
17.033000,0.160558
17.034000,0.155043
17.035000,0.152772
17.036000,0.150825
17.037000,0.154394
17.038000,0.154719
17.039000,0.147581
17.040000,0.137524
17.041000,0.132333
17.042000,0.119031
17.043000,0.084317
17.044000,0.033058
17.045000,-0.030531
17.046000,-0.122993
17.047000,-0.259578
17.048000,-0.443205
17.049000,-0.651164
17.050000,-0.846470
17.051000,-0.995708
17.052000,-1.086223
17.053000,-1.123533
17.054000,-1.077788
17.055000,-0.933742
17.056000,-0.730974
17.057000,-0.449694
17.058000,-0.091848
17.059000,0.318556
17.060000,0.766918
17.061000,1.226960
17.062000,1.679216
17.063000,2.083782
17.064000,2.426056
17.065000,2.701174
17.066000,2.910433
17.067000,3.045396
17.068000,3.080110
17.069000,2.981159
17.070000,2.755030
17.071000,2.426705
17.072000,2.060423
17.073000,1.696087
17.074000,1.348946
17.075000,1.003752
17.076000,0.718578
17.077000,0.528462
17.078000,0.386686
17.079000,0.299739
17.080000,0.266322
17.081000,0.262429
17.082000,0.260158
17.083000,0.257563
17.084000,0.253670
17.085000,0.244261
17.086000,0.232257
17.087000,0.212792
17.088000,0.193001
17.089000,0.172887
17.090000,0.139470
17.091000,0.115463
17.092000,0.090806
17.093000,0.055768
17.094000,0.025271
17.095000,0.002886
17.096000,-0.005874
17.097000,-0.008145
17.098000,-0.011714
17.099000,-0.023069
17.100000,-0.048699
17.101000,-0.073680
17.102000,-0.084710
17.103000,-0.091523
17.104000,-0.097039
17.105000,-0.103203
17.106000,-0.115531
17.107000,-0.129806
17.108000,-0.137592
17.109000,-0.146676
17.110000,-0.150245
17.111000,-0.153489
17.112000,-0.168089
17.113000,-0.181390
17.114000,-0.181715
17.115000,-0.189177
17.116000,-0.208967
17.117000,-0.219998
17.118000,-0.226162
17.119000,-0.225188
17.120000,-0.226811
17.121000,-0.230704
17.122000,-0.233624
17.123000,-0.233624
17.124000,-0.235246
17.125000,-0.235895
17.126000,-0.239463
17.127000,-0.244654
17.128000,-0.246925
17.129000,-0.241410
17.130000,-0.236543
17.131000,-0.236868
17.132000,-0.234597
17.133000,-0.233948
17.134000,-0.231677
17.135000,-0.238490
17.136000,-0.239139
17.137000,-0.242708
17.138000,-0.245952
17.139000,-0.247898
17.140000,-0.252765
17.141000,-0.254063
17.142000,-0.248547
17.143000,-0.245303
17.144000,-0.244654
17.145000,-0.245303
17.146000,-0.248547
17.147000,-0.248547
17.148000,-0.254387
17.149000,-0.263471
17.150000,-0.273204
17.151000,-0.286506
17.152000,-0.296563
17.153000,-0.306620
17.154000,-0.310513
17.155000,-0.312135
17.156000,-0.318300
17.157000,-0.317975
17.158000,-0.316029
17.159000,-0.318300
17.160000,-0.319273
17.161000,-0.317002
17.162000,-0.317326
17.163000,-0.325437
17.164000,-0.332250
17.165000,-0.332250
17.166000,-0.326410
17.167000,-0.326086
17.168000,-0.329655
17.169000,-0.336468
17.170000,-0.345227
17.171000,-0.351067
17.172000,-0.350743
17.173000,-0.348796
17.174000,-0.347823
17.175000,-0.361124
17.176000,-0.378319
17.177000,-0.388052
17.178000,-0.398758
17.179000,-0.411411
17.180000,-0.419197
17.181000,-0.429579
17.182000,-0.440934
17.183000,-0.453262
17.184000,-0.464942
17.185000,-0.473052
17.186000,-0.482785
17.187000,-0.493816
17.188000,-0.506144
17.189000,-0.521068
17.190000,-0.531774
17.191000,-0.541831
17.192000,-0.555457
17.193000,-0.571354
17.194000,-0.587576
17.195000,-0.620343
17.196000,-0.659275
17.197000,-0.693015
17.198000,-0.716050
17.199000,-0.742978
17.200000,-0.772825
17.201000,-0.791966
17.202000,-0.794237
17.203000,-0.782558
17.204000,-0.758875
17.205000,-0.736165
17.206000,-0.697557
17.207000,-0.644675
17.208000,-0.572328
17.209000,-0.495762
17.210000,-0.447098
17.211000,-0.396487
17.212000,-0.334846
17.213000,-0.280017
17.214000,-0.230055
17.215000,-0.184310
17.216000,-0.147974
17.217000,-0.117478
17.218000,-0.096390
17.219000,-0.077573
17.220000,-0.055836
17.221000,-0.033451
17.222000,-0.016905
17.223000,-0.013660
17.224000,-0.010416
17.225000,-0.008469
17.226000,-0.008794
17.227000,-0.003927
17.228000,0.001588
17.229000,0.007752
17.230000,0.020405
17.231000,0.027867
17.232000,0.028191
17.233000,0.024622
17.234000,0.022351
17.235000,0.024947
17.236000,0.034031
17.237000,0.048955
17.238000,0.057390
17.239000,0.053497
17.240000,0.050901
17.241000,0.050901
17.242000,0.059012
17.243000,0.064203
17.244000,0.058363
17.245000,0.053497
17.246000,0.049928
17.247000,0.053172
17.248000,0.050577
17.249000,0.042466
17.250000,0.038248
17.251000,0.036626
17.252000,0.040195
17.253000,0.045061
17.254000,0.048630
17.255000,0.055119
17.256000,0.055119
17.257000,0.057714
17.258000,0.058039
17.259000,0.067123
17.260000,0.075233
17.261000,0.066798
17.262000,0.059336
17.263000,0.057390
17.264000,0.064527
17.265000,0.071989
17.266000,0.079127
17.267000,0.078478
17.268000,0.066474
17.269000,0.056416
17.270000,0.052848
17.271000,0.064527
17.272000,0.075882
17.273000,0.082695
17.274000,0.082046
17.275000,0.100539
17.276000,0.121951
17.277000,0.112867
17.278000,0.101837
17.279000,0.099890
17.280000,0.102485
17.281000,0.098917
17.282000,0.095997
17.283000,0.095997
17.284000,0.095997
17.285000,0.096970
17.286000,0.091130
17.287000,0.082046
17.288000,0.077829
17.289000,0.077504
17.290000,0.081073
17.291000,0.081073
17.292000,0.060958
17.293000,0.044088
17.294000,0.039546
17.295000,0.037600
17.296000,0.037275
17.297000,0.040195
17.298000,0.037924
17.299000,0.035329
17.300000,0.032409
17.301000,0.034680
17.302000,0.035977
17.303000,0.040844
17.304000,0.031760
17.305000,0.019107
17.306000,0.014565
17.307000,0.016836
17.308000,0.029813
17.309000,0.035653
17.310000,0.030462
17.311000,0.024298
17.312000,0.019107
17.313000,0.012943
17.314000,0.005481
17.315000,0.001588
17.316000,0.002561
17.317000,0.002886
17.318000,0.005805
17.319000,0.008725
17.320000,0.008076
17.321000,0.004508
17.322000,-3.429578E-5
17.323000,-0.001656
17.324000,0.008401
17.325000,0.015538
17.326000,0.021378
17.327000,0.013592
17.328000,0.005157
17.329000,-0.002305
17.330000,0.001912
17.331000,0.008401
17.332000,0.011321
17.333000,0.011970
17.334000,0.010023
17.335000,0.002237
17.336000,-0.008794
17.337000,-0.018202
17.338000,-0.018202
17.339000,-0.008794
17.340000,0.007752
17.341000,0.012294
17.342000,0.005481
17.343000,0.002886
17.344000,0.004832
17.345000,0.006779
17.346000,0.005481
17.347000,0.004508
17.348000,0.010347
17.349000,0.016187
17.350000,0.022676
17.351000,0.036951
17.352000,0.051874
17.353000,0.059012
17.354000,0.063878
17.355000,0.072962
17.356000,0.083344
17.357000,0.080100
17.358000,0.076531
17.359000,0.082046
17.360000,0.082371
17.361000,0.084966
17.362000,0.090157
17.363000,0.091130
17.364000,0.089184
17.365000,0.088211
17.366000,0.094375
17.367000,0.092104
17.368000,0.100539
17.369000,0.120654
17.370000,0.144337
17.371000,0.166074
17.372000,0.198841
17.373000,0.236799
17.374000,0.284815
17.375000,0.325693
17.376000,0.324720
17.377000,0.302659
17.378000,0.284166
17.379000,0.270865
17.380000,0.271838
17.381000,0.265998
17.382000,0.263727
17.383000,0.265674
17.384000,0.257563
17.385000,0.244586
17.386000,0.218631
17.387000,0.191055
17.388000,0.164127
17.389000,0.143039
17.390000,0.120978
17.391000,0.111245
17.392000,0.112543
17.393000,0.105081
17.394000,0.093726
17.395000,0.087237
17.396000,0.091455
17.397000,0.099890
17.398000,0.107027
17.399000,0.116436
17.400000,0.129738
17.401000,0.142066
17.402000,0.149203
17.403000,0.163478
17.404000,0.179051
17.405000,0.196570
17.406000,0.210845
17.407000,0.232257
17.408000,0.249777
17.409000,0.254967
17.410000,0.258861
17.411000,0.260807
17.412000,0.262105
17.413000,0.252372
17.414000,0.243612
17.415000,0.238097
17.416000,0.225120
17.417000,0.202734
17.418000,0.188784
17.419000,0.186513
17.420000,0.186837
17.421000,0.182944
17.422000,0.169318
17.423000,0.153745
17.424000,0.128764
17.425000,0.106054
17.426000,0.091779
17.427000,0.084642
17.428000,0.082371
17.429000,0.083020
17.430000,0.087237
17.431000,0.086264
17.432000,0.076856
17.433000,0.069718
17.434000,0.053172
17.435000,0.020729
17.436000,-0.007172
17.437000,-0.016905
17.438000,-0.026313
17.439000,-0.028584
17.440000,-0.022096
17.441000,-0.016256
17.442000,-0.019500
17.443000,-0.025989
17.444000,-0.029233
17.445000,-0.048699
17.446000,-0.063622
17.447000,-0.068165
17.448000,-0.068165
17.449000,-0.062649
17.450000,-0.055836
17.451000,-0.046752
17.452000,-0.046752
17.453000,-0.062000
17.454000,-0.083088
17.455000,-0.124615
17.456000,-0.189177
17.457000,-0.266067
17.458000,-0.376048
17.459000,-0.541831
17.460000,-0.725458
17.461000,-0.913952
17.462000,-1.095956
17.463000,-1.241300
17.464000,-1.318839
17.465000,-1.333763
17.466000,-1.256549
17.467000,-1.110556
17.468000,-0.885726
17.469000,-0.576545
17.470000,-0.186906
17.471000,0.268269
17.472000,0.742261
17.473000,1.209116
17.474000,1.673052
17.475000,2.086377
17.476000,2.435789
17.477000,2.736213
17.478000,2.942551
17.479000,3.067782
17.480000,3.054156
17.481000,2.909135
17.482000,2.644074
17.483000,2.270978
17.484000,1.875821
17.485000,1.489749
17.486000,1.127036
17.487000,0.777624
17.488000,0.479473
17.489000,0.253994
17.490000,0.101837
17.491000,0.027867
17.492000,0.000615
17.493000,-0.002305
17.494000,-0.004576
17.495000,-0.005874
17.496000,-0.014309
17.497000,-0.030531
17.498000,-0.040912
17.499000,-0.061351
17.500000,-0.094119
17.501000,-0.134024
17.502000,-0.172631
17.503000,-0.212860
17.504000,-0.254063
17.505000,-0.283586
17.506000,-0.297536
17.507000,-0.310513
17.508000,-0.323815
17.509000,-0.337441
17.510000,-0.356582
17.511000,-0.381563
17.512000,-0.402976
17.513000,-0.415953
17.514000,-0.424388
17.515000,-0.445476
17.516000,-0.452289
17.517000,-0.458778
17.518000,-0.470781
17.519000,-0.467862
17.520000,-0.460724
17.521000,-0.453911
17.522000,-0.445476
17.523000,-0.459751
17.524000,-0.479541
17.525000,-0.494140
17.526000,-0.504198
17.527000,-0.500304
17.528000,-0.493816
17.529000,-0.497709
17.530000,-0.509389
17.531000,-0.531774
17.532000,-0.554160
17.533000,-0.572328
17.534000,-0.580763
17.535000,-0.585305
17.536000,-0.591794
17.537000,-0.592442
17.538000,-0.590171
17.539000,-0.576870
17.540000,-0.565839
17.541000,-0.571354
17.542000,-0.576870
17.543000,-0.571354
17.544000,-0.569732
17.545000,-0.573301
17.546000,-0.576870
17.547000,-0.580763
17.548000,-0.588549
17.549000,-0.590171
17.550000,-0.571354
17.551000,-0.559026
17.552000,-0.547996
17.553000,-0.548644
17.554000,-0.560324
17.555000,-0.579790
17.556000,-0.592767
17.557000,-0.601526
17.558000,-0.602824
17.559000,-0.595687
17.560000,-0.577519
17.561000,-0.568759
17.562000,-0.576221
17.563000,-0.587576
17.564000,-0.597633
17.565000,-0.601851
17.566000,-0.608988
17.567000,-0.619046
17.568000,-0.630401
17.569000,-0.640782
17.570000,-0.646298
17.571000,-0.648244
17.572000,-0.648893
17.573000,-0.654084
17.574000,-0.661221
17.575000,-0.660573
17.576000,-0.662519
17.577000,-0.680038
17.578000,-0.694638
17.579000,-0.703397
17.580000,-0.714428
17.581000,-0.717996
17.582000,-0.720592
17.583000,-0.723836
17.584000,-0.730649
17.585000,-0.739084
17.586000,-0.744275
17.587000,-0.742978
17.588000,-0.739084
17.589000,-0.730325
17.590000,-0.730000
17.591000,-0.739733
17.592000,-0.740058
17.593000,-0.744924
17.594000,-0.736489
17.595000,-0.722863
17.596000,-0.715725
17.597000,-0.717672
17.598000,-0.718321
17.599000,-0.734218
17.600000,-0.754981
17.601000,-0.766661
17.602000,-0.776069
17.603000,-0.792615
17.604000,-0.807214
17.605000,-0.828627
17.606000,-0.861719
17.607000,-0.894486
17.608000,-0.926280
17.609000,-0.950612
17.610000,-0.970402
17.611000,-0.991490
17.612000,-1.005116
17.613000,-1.008685
17.614000,-0.998628
17.615000,-0.969753
17.616000,-0.922711
17.617000,-0.864314
17.618000,-0.792940
17.619000,-0.730000
17.620000,-0.682958
17.621000,-0.629752
17.622000,-0.571030
17.623000,-0.514904
17.624000,-0.467213
17.625000,-0.434121
17.626000,-0.389674
17.627000,-0.353662
17.628000,-0.330952
17.629000,-0.315055
17.630000,-0.300780
17.631000,-0.290723
17.632000,-0.271257
17.633000,-0.237841
17.634000,-0.218051
17.635000,-0.226811
17.636000,-0.240761
17.637000,-0.239139
17.638000,-0.214158
17.639000,-0.198585
17.640000,-0.202478
17.641000,-0.206047
17.642000,-0.212211
17.643000,-0.211562
17.644000,-0.204749
17.645000,-0.196639
17.646000,-0.194043
17.647000,-0.188203
17.648000,-0.182688
17.649000,-0.175875
17.650000,-0.172306
17.651000,-0.164196
17.652000,-0.157383
17.653000,-0.156085
17.654000,-0.154787
17.655000,-0.153165
17.656000,-0.144081
17.657000,-0.134024
17.658000,-0.127860
17.659000,-0.123318
17.660000,-0.117153
17.661000,-0.120722
17.662000,-0.128184
17.663000,-0.133699
17.664000,-0.142783
17.665000,-0.158031
17.666000,-0.176524
17.667000,-0.177822
17.668000,-0.178471
17.669000,-0.187555
17.670000,-0.190474
17.671000,-0.184310
17.672000,-0.182039
17.673000,-0.185284
17.674000,-0.196963
17.675000,-0.199234
17.676000,-0.193070
17.677000,-0.194692
17.678000,-0.197287
17.679000,-0.206047
17.680000,-0.208967
17.681000,-0.208967
17.682000,-0.203452
17.683000,-0.197936
17.684000,-0.195016
17.685000,-0.191772
17.686000,-0.194043
17.687000,-0.202154
17.688000,-0.207994
17.689000,-0.214158
17.690000,-0.215456
17.691000,-0.202154
17.692000,-0.186906
17.693000,-0.186257
17.694000,-0.184959
17.695000,-0.175551
17.696000,-0.164845
17.697000,-0.159329
17.698000,-0.158356
17.699000,-0.159654
17.700000,-0.155436
17.701000,-0.151218
17.702000,-0.169387
17.703000,-0.188203
17.704000,-0.202154
17.705000,-0.211562
17.706000,-0.209291
17.707000,-0.207345
17.708000,-0.205723
17.709000,-0.213509
17.710000,-0.211887
17.711000,-0.217402
17.712000,-0.229406
17.713000,-0.218375
17.714000,-0.210589
17.715000,-0.209291
17.716000,-0.211562
17.717000,-0.221944
17.718000,-0.226486
17.719000,-0.227459
17.720000,-0.225837
17.721000,-0.213833
17.722000,-0.200856
17.723000,-0.189501
17.724000,-0.175875
17.725000,-0.173280
17.726000,-0.162898
17.727000,-0.147325
17.728000,-0.136619
17.729000,-0.124615
17.730000,-0.106772
17.731000,-0.100607
17.732000,-0.094119
17.733000,-0.081791
17.734000,-0.074653
17.735000,-0.077573
17.736000,-0.076924
17.737000,-0.067191
17.738000,-0.058756
